ID;IDENTITE;DATE NAISSANCE;LIEU NAISSANCE;URL;
nm0671957;Arthur Penn;September 27 1922 ;Philadelphia, Pennsylvania, USA ;/name/nm0671957/?ref_=tt_ov_dr;
nm0589495;Walter C. Miller;March 15 1926 ;New York City, New York, USA ;/name/nm0589495/?ref_=tt_ov_dr;
nm0699933;Luis Puenzo;February 19 1946 ;Buenos Aires, Argentina ;/name/nm0699933/?ref_=tt_ov_dr;
nm0001565;Mike Newell;March 28 1942 ;St. Albans, Hertfordshire, England, UK ;/name/nm0001565/?ref_=tt_ov_dr;
nm0498637;John Leekley;;;/name/nm0498637/?ref_=tt_ov_wr;
nm0769874;Franklin J. Schaffner;May 30 1920 ;Tokyo, Japan ;/name/nm0769874/?ref_=tt_ov_dr;
nm0896542;King Vidor;February 8 1894 ;Galveston, Texas, USA ;/name/nm0896542/?ref_=tt_ov_dr;
nm0757940;Richard Sale;December 17 1911 ;New York City, New York, USA ;/name/nm0757940/?ref_=tt_ov_dr;
nm0628149;Joseph M. Newman;August 7 1909 ;Logan, Utah, USA ;/name/nm0628149/?ref_=tt_ov_dr;
nm0856715;Peter Tewksbury;March 21 1923 ;Cleveland, Ohio, USA ;/name/nm0856715/?ref_=tt_ov_dr;
nm0912766;Charles Marquis Warren;December 16 1912 ;Baltimore, Maryland, USA ;/name/nm0912766/?ref_=tt_ov_dr;
nm0618834;Arthur H. Nadel;April 25 1921 ;New York City, New York, USA ;/name/nm0618834/?ref_=tt_ov_dr;
nm0723664;John Rich;July 6 1925 ;Rockaway Beach, Queens, New York City, New York, USA ;/name/nm0723664/?ref_=tt_ov_dr;
nm0601077;Michael D. Moore;October 14 1914 ;Vancouver, British Columbia, Canada ;/name/nm0601077/?ref_=tt_ov_dr;
nm0208111;Frederick De Cordova;October 27 1910 ;New York City, New York, USA ;/name/nm0208111/?ref_=tt_ov_dr;
nm0625383;Gene Nelson;March 24 1920 ;Seattle, Washington, USA ;/name/nm0625383/?ref_=tt_ov_dr;
nm0755963;Boris Sagal;October 18 1923 ;Yekaterinoslav, Ukrainian SSR, USSR [now Dnipropetrovsk, Ukraine] ;/name/nm0755963/?ref_=tt_ov_dr;
nm0121789;Martyn Burke;September 14 1952 ;Canada ;/name/nm0121789/?ref_=tt_ov_dr;
nm0722749;Antoni Ribas;October 27 1935 ;Barcelona, Barcelona, Catalonia, Spain ;/name/nm0722749/?ref_=tt_ov_dr;
nm0106116;Ricardo Bravo;;;/name/nm0106116/?ref_=tt_ov_dr;
nm0320306;Ugo Fabrizio Giordani;1957 ;Rome, Lazio, Italy ;/name/nm0320306/?ref_=tt_ov_dr;
nm0427323;Stefan Jonas;;;/name/nm0427323/?ref_=tt_ov_dr;
nm0794779;Daryush Shokof;June 25 1954 ;Tehran, Iran ;/name/nm0794779/?ref_=tt_ov_dr;
nm0363553;Robert Harmon;;;/name/nm0363553/?ref_=tt_ov_dr;
nm1487820;Ezio Pascucci;;;/name/nm1487820/?ref_=tt_ov_dr;
nm0000778;Alfonso Arau;January 11 1932 ;Mexico City, Distrito Federal, Mexico ;/name/nm0000778/?ref_=tt_ov_dr;
nm0065471;Josh Becker;August 17 1958 ;;/name/nm0065471/?ref_=tt_ov_dr;
nm0636165;Bill Norton;August 13 1943 ;Los Angeles County, California, USA ;/name/nm0636165/?ref_=tt_ov_dr;
nm0498991;Doug Lefler;;;/name/nm0498991/?ref_=tt_ov_dr;
nm0258757;Richard Erdman;June 1 1925 ;Enid, Oklahoma, USA ;/name/nm0258757/?ref_=tt_ov_dr;
nm0827854;Steven Hilliard Stern;November 1 1937 ;Timmins, Ontario, Canada ;/name/nm0827854/?ref_=tt_ov_dr;
nm0831720;Andrew L. Stone;July 16 1902 ;Oakland, California, USA ;/name/nm0831720/?ref_=tt_ov_dr;
nm0336139;Walter Grauman;March 17 1922 ;Milwaukee, Wisconsin, USA ;/name/nm0336139/?ref_=tt_ov_dr;
nm0280718;Roberto Fizz;;;/name/nm0280718/?ref_=tt_ov_dr;
nm0661577;Jerry Paris;July 25 1925 ;San Francisco, California, USA ;/name/nm0661577/?ref_=tt_ov_dr;
nm9103693;Jean De Haven;;;/name/nm9103693/?ref_=tt_ov_wr;
nm0678014;Peter Savage;September 9 1920 ;Calabria, Italy ;/name/nm0678014/?ref_=tt_ov_dr;
nm0789783;Jerome Shaw;;;/name/nm0789783/?ref_=tt_ov_dr;
nm0490871;Tom Laughlin;August 10 1931 ;Milwaukee, Wisconsin, USA ;/name/nm0490871/?ref_=tt_ov_dr;
nm0819806;R.G. Springsteen;September 8 1904 ;Tacoma, Washington, USA ;/name/nm0819806/?ref_=tt_ov_dr;
nm0545131;Marcel Marceau;March 22 1923 ;Strasbourg, Bas-Rhin, France ;/name/nm0545131/?ref_=tt_ov_wr;
nm0275494;Jacques Feyder;July 21 1885 ;Ixelles, Brabant, Belgium ;/name/nm0275494/?ref_=tt_ov_dr;
nm0091430;Budd Boetticher;July 29 1916 ;Chicago, Illinois, USA ;/name/nm0091430/?ref_=tt_ov_dr;
nm0054374;Richard L. Bare;August 12 1913 ;Turlock, California, USA ;/name/nm0054374/?ref_=tt_ov_dr;
nm0507390;Joseph H. Lewis;April 6 1907 ;New York City, New York, USA ;/name/nm0507390/?ref_=tt_ov_dr;
nm0401680;H. Bruce Humberstone;November 18 1901 ;Buffalo, New York, USA ;/name/nm0401680/?ref_=tt_ov_dr;
nm0035106;Allan Arkush;April 30 1948 ;Jersey City, New Jersey, USA ;/name/nm0035106/?ref_=tt_ov_dr;
nm0423388;Antonio Carlos Jobim;January 25 1927 ;Rio de Janeiro, Rio de Janeiro, Brazil ;/name/nm0423388/?ref_=tt_ov_st;
nm0000069;Frank Sinatra;December 12 1915 ;Hoboken, New Jersey, USA ;/name/nm0000069/?ref_=tt_ov_st;
nm0324137;Kevin Godley;October 7 1945 ;Manchester, England, UK ;/name/nm0324137/?ref_=tt_ov_dr;
nm0624102;Hal Needham;March 6 1931 ;Memphis, Tennessee, USA ;/name/nm0624102/?ref_=tt_ov_dr;
nm0000835;Ralph Bakshi;October 29 1938 ;Haifa, Palestine [now Israel] ;/name/nm0000835/?ref_=tt_ov_dr;
nm0404606;Brian G. Hutton;May 2 1929 ;New York City, New York, USA ;/name/nm0404606/?ref_=tt_ov_dr;
nm0478441;Gregory La Cava;March 10 1892 ;Towanda, Pennsylvania, USA ;/name/nm0478441/?ref_=tt_ov_dr;
nm0782682;William A. Seiter;June 10 1890 ;New York City, New York, USA ;/name/nm0782682/?ref_=tt_ov_dr;
nm0629216;Phil Nibbelink;June 3 1955 ;Erie, Pennsylvania, USA ;/name/nm0629216/?ref_=tt_ov_dr;
nm0920425;Simon Wells;October 19 1961 ;Cambridge, Cambridgeshire, England, UK ;/name/nm0920425/?ref_=tt_ov_dr;
nm0581303;Kieth Merrill;May 22 1940 ;Farmington, Utah, USA ;/name/nm0581303/?ref_=tt_ov_dr;
nm0359869;Susumu Hani;October 10 1928 ;Tokyo, Japan ;/name/nm0359869/?ref_=tt_ov_dr;
nm0872482;Simon Trevor;;;/name/nm0872482/?ref_=tt_ov_dr;
nm0568150;Dick McDonough;February 16 1923 ;USA ;/name/nm0568150/?ref_=tt_ov_dr;
nm0149548;Don Chaffey;August 5 1917 ;Hastings, East Sussex, England, UK ;/name/nm0149548/?ref_=tt_ov_dr;
nm0935382;Michael Winner;October 30 1935 ;Hampstead, London, England, UK ;/name/nm0935382/?ref_=tt_ov_dr;
nm0342927;Ferde Grofé Jr.;;;/name/nm0342927/?ref_=tt_ov_dr;
nm0479999;David LaChapelle;March 11 1963 ;Fairfield, Connecticut, USA ;/name/nm0479999/?ref_=tt_ov_dr;
nm0224683;Matthew Diamond;;;/name/nm0224683/?ref_=tt_ov_dr;
nm0505152;Brian Levant;August 6 1952 ;Highland Park, Illinois, USA ;/name/nm0505152/?ref_=tt_ov_dr;
nm0001676;Nicolas Roeg;August 15 1928 ;St John's Wood, London, England, UK ;/name/nm0001676/?ref_=tt_ov_dr;
nm0001874;Franco Zeffirelli;February 12 1923 ;Florence, Tuscany, Italy ;/name/nm0001874/?ref_=tt_ov_dr;
nm0782381;Arthur Allan Seidelman;;;/name/nm0782381/?ref_=tt_ov_dr;
nm0908831;Richard Wallace;August 26 1894 ;Sacramento, California, USA ;/name/nm0908831/?ref_=tt_ov_dr;
nm0124877;David Butler;December 17 1894 ;San Francisco, California, USA ;/name/nm0124877/?ref_=tt_ov_dr;
nm0637790;Elliott Nugent;September 20 1896 ;Dover, Ohio, USA ;/name/nm0637790/?ref_=tt_ov_dr;
nm0324013;Peter Godfrey;October 16 1899 ;London, England, UK ;/name/nm0324013/?ref_=tt_ov_dr;
nm0718321;Irving Reis;May 7 1906 ;New York City, New York, USA ;/name/nm0718321/?ref_=tt_ov_dr;
nm0445033;William Keighley;August 4 1889 ;Philadelphia, Pennsylvania, USA ;/name/nm0445033/?ref_=tt_ov_dr;
nm0547446;Edwin L. Marin;February 21 1899 ;Jersey City, New Jersey, USA ;/name/nm0547446/?ref_=tt_ov_dr;
nm0118807;Harold S. Bucquet;April 10 1891 ;London, England, UK ;/name/nm0118807/?ref_=tt_ov_dr;
nm0553077;Sobey Martin;June 27 1909 ;Leipzig, Germany ;/name/nm0553077/?ref_=tt_ov_dr;
nm0001351;George Roy Hill;December 20 1921 ;Minneapolis, Minnesota, USA ;/name/nm0001351/?ref_=tt_ov_dr;
nm0425913;Nunnally Johnson;December 5 1897 ;Columbus, Georgia, USA ;/name/nm0425913/?ref_=tt_ov_dr;
nm0670874;Anthony Pelissier;July 27 1912 ;Barnet, Hertfordshire, England, UK ;/name/nm0670874/?ref_=tt_ov_dr;
nm0113284;Clarence Brown;May 10 1890 ;Clinton, Massachusetts, USA ;/name/nm0113284/?ref_=tt_ov_dr;
nm0916139;James R. Webb;October 4 1910 ;Denver, Colorado, USA ;/name/nm0916139/?ref_=tt_ov_wr;
nm0310775;John Gay;April 1 1924 ;Whittier, California, USA ;/name/nm0310775/?ref_=tt_ov_wr;
nm0836328;John Sturges;January 3 1910 ;Oak Park, Illinois, USA ;/name/nm0836328/?ref_=tt_ov_dr;
nm0777579;Hanns Schwarz;February 11 1888 ;Vienna, Austria-Hungary [now Austria] ;/name/nm0777579/?ref_=tt_ov_dr;
nm0382779;Douglas Hickox;January 10 1929 ;London, England, UK ;/name/nm0382779/?ref_=tt_ov_dr;
nm0005131;Norman Lear;July 27 1922 ;New Haven, Connecticut, USA ;/name/nm0005131/?ref_=tt_ov_wr;
nm0365346;Stan Harris;February 3 1931 ;Toronto, Ontario, Canada ;/name/nm0365346/?ref_=tt_ov_dr;
nm0446129;Ray Kellogg;November 15 1905 ;Council Bluffs, Iowa, USA ;/name/nm0446129/?ref_=tt_ov_dr;
nm0437900;Hal Kanter;December 18 1918 ;Savannah, Georgia, USA ;/name/nm0437900/?ref_=tt_ov_dr;
nm0903049;Josef von Sternberg;May 29 1894 ;Vienna, Austria-Hungary [now Austria] ;/name/nm0903049/?ref_=tt_ov_dr;
nm0694090;Dick Powell;November 14 1904 ;Mountain View, Arkansas, USA ;/name/nm0694090/?ref_=tt_ov_dr;
nm0524995;Edward Ludwig;October 7 1899 ;Balta, Podolia Governorate, Russian Empire [now Odessa Oblast, Ukraine] ;/name/nm0524995/?ref_=tt_ov_dr;
nm0905729;George Waggner;September 7 1894 ;New York City, New York, USA ;/name/nm0905729/?ref_=tt_ov_dr;
nm0245385;Allan Dwan;April 3 1885 ;Toronto, Ontario, Canada ;/name/nm0245385/?ref_=tt_ov_dr;
nm0744504;Arthur Rosson;August 24 1886 ;Pau, Pyrénées-Atlantiques, France ;/name/nm0744504/?ref_=tt_ov_dr;
nm0335455;James Edward Grant;July 2 1905 ;Chicago, Illinois, USA ;/name/nm0335455/?ref_=tt_ov_dr;
nm0437356;Joseph Kane;March 19 1894 ;San Diego, California, USA ;/name/nm0437356/?ref_=tt_ov_dr;
nm0736610;Albert S. Rogell;August 21 1901 ;Oklahoma City, Oklahoma, USA ;/name/nm0736610/?ref_=tt_ov_dr;
nm0782597;Lewis Seiler;September 30 1890 ;New York City, New York, USA ;/name/nm0782597/?ref_=tt_ov_dr;
nm0588183;David Miller;November 28 1909 ;Paterson, New Jersey, USA ;/name/nm0588183/?ref_=tt_ov_dr;
nm0568915;William C. McGann;April 15 1893 ;Pittsburgh, Pennsylvania, USA ;/name/nm0568915/?ref_=tt_ov_dr;
nm0258015;Ray Enright;March 25 1896 ;Anderson, Indiana, USA ;/name/nm0258015/?ref_=tt_ov_dr;
nm0001124;Cecil B. DeMille;August 12 1881 ;Ashfield, Massachusetts, USA ;/name/nm0001124/?ref_=tt_ov_dr;
nm0419265;Leigh Jason;July 26 1904 ;New York City, New York, USA ;/name/nm0419265/?ref_=tt_ov_dr;
nm0615868;Bernard Vorhaus;December 25 1904 ;New York City, New York, USA ;/name/nm0615868/?ref_=tt_ov_dr;
nm0041678;John H. Auer;August 3 1906 ;Budapest, Austria-Hungary [now Hungary] ;/name/nm0041678/?ref_=tt_ov_dr;
nm0307819;Tay Garnett;June 13 1894 ;Santa Ana, California, USA ;/name/nm0307819/?ref_=tt_ov_dr;
nm0059106;Charles Barton;May 25 1902 ;San Francisco, California, USA ;/name/nm0059106/?ref_=tt_ov_dr;
nm0523893;Arthur Lubin;July 25 1898 ;Los Angeles, California, USA ;/name/nm0523893/?ref_=tt_ov_dr;
nm0397227;David Howard;October 6 1896 ;Philadelphia, Pennsylvania, USA ;/name/nm0397227/?ref_=tt_ov_dr;
nm0833965;Frank R. Strayer;September 20 1891 ;Altoona, Pennsylvania, USA ;/name/nm0833965/?ref_=tt_ov_dr;
nm0942611;Mack V. Wright;March 9 1894 ;Princeton, Indiana, USA ;/name/nm0942611/?ref_=tt_ov_dr;
nm0671501;Scott Pembroke;September 13 1889 ;San Francisco, California, USA ;/name/nm0671501/?ref_=tt_ov_dr;
nm0102908;Robert N. Bradbury;March 23 1886 ;Walla Walla, Washington, USA ;/name/nm0102908/?ref_=tt_ov_dr;
nm0682744;Carl Pierson;June 26 1891 ;Indianapolis, Indiana, USA ;/name/nm0682744/?ref_=tt_ov_dr;
nm0172485;Lewis D. Collins;January 12 1899 ;Baltimore, Maryland, USA ;/name/nm0172485/?ref_=tt_ov_dr;
nm0292134;Harry L. Fraser;March 31 1889 ;San Francisco, California, USA ;/name/nm0292134/?ref_=tt_ov_dr;
nm0769585;Armand Schaefer;August 5 1898 ;Tavistock, Ontario, Canada ;/name/nm0769585/?ref_=tt_ov_dr;
nm0337586;Alfred E. Green;July 11 1889 ;Perris, California, USA ;/name/nm0337586/?ref_=tt_ov_dr;
nm0926171;Phil Whitman;c. 1893 ;New York City, New York, USA ;/name/nm0926171/?ref_=tt_ov_dr;
nm0163786;Colbert Clark;August 31 1898 ;Galesburg, Illinois, USA ;/name/nm0163786/?ref_=tt_ov_dr;
nm0942862;Tenny Wright;November 18 1885 ;Brooklyn, New York, USA ;/name/nm0942862/?ref_=tt_ov_dr;
nm0363414;Hugh Harman;August 31 1903 ;Pagosa Springs, Colorado, USA ;/name/nm0363414/?ref_=tt_ov_dr;
nm0411208;Rudolf Ising;August 7 1903 ;Kansas City, Missouri, USA ;/name/nm0411208/?ref_=tt_ov_dr;
nm0624756;Roy William Neill;September 4 1887 ;ship off Ireland ;/name/nm0624756/?ref_=tt_ov_dr;
nm0020522;Fred Allen;December 16 1896 ;Petaluma, California, USA ;/name/nm0020522/?ref_=tt_ov_dr;
nm0569645;J.P. McGowan;February 24 1880 ;Terowie, South Australia, Australia ;/name/nm0569645/?ref_=tt_ov_dr;
nm0731596;Stephen Roberts;November 23 1895 ;Summersville, West Virginia, USA ;/name/nm0731596/?ref_=tt_ov_dr;
nm0496505;D. Ross Lederman;December 12 1894 ;Lancaster, Pennsylvania, USA ;/name/nm0496505/?ref_=tt_ov_dr;
nm0066247;Ford Beebe;November 26 1888 ;Grand Rapids, Michigan, USA ;/name/nm0066247/?ref_=tt_ov_dr;
nm0247484;B. Reeves Eason;October 2 1886 ;New York City, New York, USA ;/name/nm0247484/?ref_=tt_ov_dr;
nm0006943;Charles Lamont;May 5 1895 ;St. Petersburg, Russia ;/name/nm0006943/?ref_=tt_ov_dr;
nm0194890;Mack D'Agostino;March 13 1900 ;New York, USA ;/name/nm0194890/?ref_=tt_ov_dr;
nm0781292;Edward Sedgwick;November 7 1892 ;Galveston, Texas, USA ;/name/nm0781292/?ref_=tt_ov_dr;
nm0003422;Louis King;June 28 1898 ;Christianburg, Virginia, USA ;/name/nm0003422/?ref_=tt_ov_dr;
nm0782707;George B. Seitz;January 3 1888 ;Boston, Massachusetts, USA ;/name/nm0782707/?ref_=tt_ov_dr;
nm0485647;Sidney Lanfield;April 20 1898 ;Chicago, Illinois, USA ;/name/nm0485647/?ref_=tt_ov_dr;
nm0271344;Seymour Felix;October 23 1892 ;New York City, New York, USA ;/name/nm0271344/?ref_=tt_ov_dr;
nm0517264;Louis R. Loeffler;February 24 1897 ;New York City, New York, USA ;/name/nm0517264/?ref_=tt_ov_dr;
nm0259006;A.F. Erickson;May 3 1897 ;Bloomington, Indiana, USA ;/name/nm0259006/?ref_=tt_ov_dr;
nm0831577;Benjamin Stoloff;October 6 1895 ;Philadelphia, Pennsylvania, USA ;/name/nm0831577/?ref_=tt_ov_dr;
nm0166836;Edward F. Cline;November 7 1891 ;Kenosha, Wisconsin, USA ;/name/nm0166836/?ref_=tt_ov_dr;
nm0864006;James Tinling;May 8 1898 ;Seattle, Washington, USA ;/name/nm0864006/?ref_=tt_ov_dr;
nm0953123;Darryl F. Zanuck;September 5 1902 ;Wahoo, Nebraska, USA ;/name/nm0953123/?ref_=tt_ov_dr;
nm0916224;Millard Webb;December 6 1893 ;Clay City, Kentucky, USA ;/name/nm0916224/?ref_=tt_ov_dr;
nm0731910;John S. Robertson;June 14 1878 ;London, Ontario, Canada ;/name/nm0731910/?ref_=tt_ov_dr;
nm0547800;Ken Marino;December 19 1968 ;Long Island, New York, USA ;/name/nm0547800/?ref_=tt_ov_dr;
nm2121786;Joanne Hock;;;/name/nm2121786/?ref_=tt_ov_dr;
nm0837406;Sara Sugarman;October 13 ;Rhyl, Denbighshire, Wales, UK ;/name/nm0837406/?ref_=tt_ov_dr;
nm0202835;BJ Davis;August 14 1952 ;Texarkana, Arkansas, USA ;/name/nm0202835/?ref_=tt_ov_dr;
nm0525659;Robert Luketic;November 1 1973 ;Sydney, New South Wales, Australia ;/name/nm0525659/?ref_=tt_ov_dr;
nm0728048;Maria Ripoll;1964 ;Barcelona, Barcelona, Catalonia, Spain ;/name/nm0728048/?ref_=tt_ov_dr;
nm0180462;Jérôme Cornuau;March 30 1961 ;Paris, France ;/name/nm0180462/?ref_=tt_ov_dr;
nm0005618;Alex Zamm;;;/name/nm0005618/?ref_=tt_ov_dr;
nm0415617;Henry Jaglom;January 26 1938 ;London, England, UK ;/name/nm0415617/?ref_=tt_ov_dr;
nm0535809;Zale Magder;;;/name/nm0535809/?ref_=tt_ov_dr;
nm0793802;Nelson Shin;1939 ;Pyongsan, North Korea ;/name/nm0793802/?ref_=tt_ov_dr;
nm0375469;Henri Helman;February 2 1947 ;;/name/nm0375469/?ref_=tt_ov_dr;
nm0666999;Steven Paul;May 16 1959 ;New York City, New York, USA ;/name/nm0666999/?ref_=tt_ov_dr;
nm2529046;Petr Ruttner;;;/name/nm2529046/?ref_=tt_ov_dr;
nm0162343;Matt Cimber;January 12 1936 ;Bronx, New York, USA ;/name/nm0162343/?ref_=tt_ov_dr;
nm2416695;Hideo Nishimaki;July 25 1940 ;Amagasaki, Hyogo, Japan ;/name/nm2416695/?ref_=tt_ov_dr;
nm0000316;Mel Brooks;June 28 1926 ;Brooklyn, New York City, New York, USA ;/name/nm0000316/?ref_=tt_ov_dr;
nm0874320;Douglas Trumbull;April 8 1942 ;Los Angeles, California, USA ;/name/nm0874320/?ref_=tt_ov_dr;
nm0146062;Gilbert Cates;June 6 1934 ;New York City, New York, USA ;/name/nm0146062/?ref_=tt_ov_dr;
nm0109455;Burt Brinckerhoff;October 25 1936 ;Pittsburgh, Pennsylvania, USA ;/name/nm0109455/?ref_=tt_ov_dr;
nm0001382;Peter Hyams;July 26 1943 ;New York City, New York, USA ;/name/nm0001382/?ref_=tt_ov_dr;
nm0002137;Arthur Hiller;November 22 1923 ;Edmonton, Alberta, Canada ;/name/nm0002137/?ref_=tt_ov_dr;
nm0715669;Roland D. Reed;July 7 1894 ;Middletown, New York, USA ;/name/nm0715669/?ref_=tt_ov_dr;
nm0494110;Reginald Le Borg;December 11 1902 ;Vienna, Austria-Hungary [now Austria] ;/name/nm0494110/?ref_=tt_ov_dr;
nm0138927;Niki Caro;September 20 1966 ;Wellington, New Zealand ;/name/nm0138927/?ref_=tt_ov_dr;
nm0151066;Peter Ho-Sun Chan;November 28 1962 ;Bangkok, Thailand ;/name/nm0151066/?ref_=tt_ov_dr;
nm0521601;Ye Lou;March 15 1965 ;Shanghai, China ;/name/nm0521601/?ref_=tt_ov_dr;
nm1110912;Soi Cheang;January 5 1972 ;Portuguese Macau [now China] ;/name/nm1110912/?ref_=tt_ov_dr;
nm0955443;Yimou Zhang;November 14 1951 ;Xi'an, Shaanxi, China ;/name/nm0955443/?ref_=tt_ov_dr;
nm0155201;Daming Chen;;;/name/nm0155201/?ref_=tt_ov_dr;
nm0405632;Mikael Håfström;July 1 1960 ;Lund, Skåne län, Sweden ;/name/nm0405632/?ref_=tt_ov_dr;
nm0916424;Peter Webber;May 1960 ;UK ;/name/nm0916424/?ref_=tt_ov_dr;
nm0000520;Michael Mann;February 5 1943 ;Chicago, Illinois, USA ;/name/nm0000520/?ref_=tt_ov_dr;
nm0939182;Kar-Wai Wong;July 17 1956 ;Shanghai, China ;/name/nm0939182/?ref_=tt_ov_dr;
nm0839008;Zhou Sun;August 1 1954 ;Jinan, Shandong, China ;/name/nm0839008/?ref_=tt_ov_dr;
nm0320833;Jean Girault;May 9 1924 ;Villenauxe-la-Grande, Aube, France ;/name/nm0320833/?ref_=tt_ov_dr;
nm0000086;Louis de Funès;July 31 1914 ;Courbevoie, Seine [now Hauts-de-Seine], France ;/name/nm0000086/?ref_=tt_ov_dr;
nm0956022;Claude Zidi;July 25 1934 ;Paris, France ;/name/nm0956022/?ref_=tt_ov_dr;
nm0653620;Gérard Oury;April 29 1919 ;Paris, France ;/name/nm0653620/?ref_=tt_ov_dr;
nm0466047;Serge Korber;February 1 1936 ;Paris, France ;/name/nm0466047/?ref_=tt_ov_dr;
nm0596850;Édouard Molinaro;May 13 1928 ;Bordeaux, Gironde, France ;/name/nm0596850/?ref_=tt_ov_dr;
nm0478800;Denys de La Patellière;March 8 1921 ;Nantes, France ;/name/nm0478800/?ref_=tt_ov_dr;
nm2446972;Tatyana Arkhiptsova;;;/name/nm2446972/?ref_=tt_ov_dr;
nm5732304;Oksana Karas;;;/name/nm5732304/?ref_=tt_ov_dr;
nm4914661;Egor Baranov;December 3 1988 ;Sverdlovsk, Sverdlovskaya oblast, RSFSR, USSR [now Ekaterinburg, Russia] ;/name/nm4914661/?ref_=tt_ov_dr;
nm0515360;Sergey Livnev;April 16 1964 ;Moscow, RSFSR, USSR [now Russia] ;/name/nm0515360/?ref_=tt_ov_dr;
nm0465372;Grigoriy Konstantinopolskiy;January 29 1964 ;Moscow, RSFSR, USSR [now Russia] ;/name/nm0465372/?ref_=tt_ov_dr;
nm1970598;Kirill Serebrennikov;September 7 1969 ;Rostov-na-Donu, Rostovskaya oblast, RSFSR, USSR [now Russia] ;/name/nm1970598/?ref_=tt_ov_dr;
nm2204054;Vladimir Mirzoev;October 21 1957 ;;/name/nm2204054/?ref_=tt_ov_dr;
nm3538867;Vyacheslav Kaminskiy;;;/name/nm3538867/?ref_=tt_ov_dr;
nm0260599;Andrey Eshpay;April 18 1956 ;Moscow, RSFSR, USSR [now Russia] ;/name/nm0260599/?ref_=tt_ov_dr;
nm13188222;Julia Fullerton-Batten;;;/name/nm13188222/?ref_=tt_ov_dr;
nm0450387;Stephen Kessler;;New York City, New York, USA ;/name/nm0450387/?ref_=tt_ov_dr;
nm0016378;Kevin Alber;August 9 1963 ;Napa, California, USA ;/name/nm0016378/?ref_=tt_ov_dr;
nm0775512;Michael Schroeder;;;/name/nm0775512/?ref_=tt_ov_dr;
nm0205157;Michael Davis;August 1 1961 ;Rockville, Maryland, USA ;/name/nm0205157/?ref_=tt_ov_dr;
nm1010398;Josh Mandel;October 9 1958 ;Queens, New York, USA ;/name/nm1010398/?ref_=tt_ov_dr;
nm0766020;Oley Sassone;November 5 1952 ;New Orleans, Louisiana, USA ;/name/nm0766020/?ref_=tt_ov_dr;
nm0000517;Terrence Malick;November 30 1943 ;Ottawa, Illinois, USA ;/name/nm0000517/?ref_=tt_ov_dr;
nm0477933;Horst Königstein;July 26 1945 ;Bremen, Germany ;/name/nm0477933/?ref_=tt_ov_dr;
nm0878756;Tom Tykwer;May 23 1965 ;Wuppertal, North Rhine-Westphalia, Germany ;/name/nm0878756/?ref_=tt_ov_dr;
nm0107048;Heinrich Breloer;February 17 1942 ;Gelsenkirchen, Germany ;/name/nm0107048/?ref_=tt_ov_dr;
nm0120729;Aleksandr Buravskiy;;;/name/nm0120729/?ref_=tt_ov_dr;
nm0000343;David Cronenberg;March 15 1943 ;Toronto, Ontario, Canada ;/name/nm0000343/?ref_=tt_ov_dr;
nm0903137;Margarethe von Trotta;February 21 1942 ;Berlin, Germany ;/name/nm0903137/?ref_=tt_ov_dr;
nm0303032;George Gallo;1956 ;;/name/nm0303032/?ref_=tt_ov_dr;
nm0000090;Armin Mueller-Stahl;December 17 1930 ;Tilsit, East Prussia, Germany [now Sovetsk, Kaliningrad Oblast, Russia] ;/name/nm0000090/?ref_=tt_ov_st;
nm0806450;Eric Small;;;/name/nm0806450/?ref_=tt_ov_dr;
nm0514247;David Lister;;;/name/nm0514247/?ref_=tt_ov_dr;
nm0652860;Dominique Othenin-Girard;February 13 1958 ;Le Locle, Neuchâtel, Switzerland ;/name/nm0652860/?ref_=tt_ov_dr;
nm0000091;Gérard Pirès;August 31 1942 ;Paris, France ;/name/nm0000091/?ref_=tt_ov_dr;
nm0000591;Roman Polanski;August 18 1933 ;Paris, France ;/name/nm0000591/?ref_=tt_ov_dr;
nm1543910;Stephen Wallis;February 27 1966 ;Unionville, Ontario, Canada ;/name/nm1543910/?ref_=tt_ov_dr;
nm1093728;Ross Venokur;;;/name/nm1093728/?ref_=tt_ov_dr;
nm0001705;Rob Schneider;October 31 1963 ;San Francisco, California, USA ;/name/nm0001705/?ref_=tt_ov_dr;
nm9776000;Andrés Aguilar;;;/name/nm9776000/?ref_=tt_ov_dr;
nm0065608;Walt Becker;September 16 1968 ;Hollywood, California, USA ;/name/nm0065608/?ref_=tt_ov_dr;
nm0205169;Mick Davis;August 1 1961 ;Glasgow, Scotland, UK ;/name/nm0205169/?ref_=tt_ov_dr;
nm0553662;Philippe Martinez;;;/name/nm0553662/?ref_=tt_ov_dr;
nm0614195;Dean Murphy;November 6 1970 ;Albury, New South Wales, Australia ;/name/nm0614195/?ref_=tt_ov_dr;
nm0005616;Aaron Woodley;1971 ;Toronto, Ontario, Canada ;/name/nm0005616/?ref_=tt_ov_dr;
nm0512180;Alan Lindsay;;;/name/nm0512180/?ref_=tt_ov_dr;
nm4488703;Jennifer Westcott;;;/name/nm4488703/?ref_=tt_ov_dr;
nm6953543;Ilija Petrusic;;;/name/nm6953543/?ref_=tt_ov_dr;
nm7139913;Matt Firor;;;/name/nm7139913/?ref_=tt_ov_dr;
nm3227090;Damien Chazelle;January 19 1985 ;Providence, Rhode Island, USA ;/name/nm3227090/?ref_=tt_ov_dr;
